Sample Number,Sample Time,Sample Type Code,Variable Name,VMV Code,Value,Unit Code,Detection Limit,Flag,Status
17PY006454,11/30/2016 15:45,1,Aluminum Dissolved,107941,1.8,UG/L,0.5,,U
17PY006454,11/30/2016 15:45,1,Lead Dissolved,107961,0.005,UG/L,0.005,L,U
17PY006461,2/1/2017 14:45,1,Nickel Total,107924,0.9,UG/L,0.02,,U
17PY006534,7/19/2017 13:15,1,Silver Total,107904,0.009,UG/L,0.001,,U
17PY006648,8/29/2017 11:45,1,Silver Total,107904,0.002,UG/L,0.001,,U
18PY005052,9/18/2017 12:45,1,Aluminum Dissolved,107941,10,UG/L,0.5,,U
18PY005052,9/18/2017 12:45,1,Phosphorus Total,15406,4.8,UG/L,0.0005,,U
18PY005054,10/16/2017 14:35,1,Chromium Dissolved,107950,0.06,UG/L,0.02,,U
18PY005054,10/16/2017 14:35,1,Nickel Total,107924,0.95,UG/L,0.02,,U
18PY005054,10/16/2017 14:35,1,Carbon Total Inorganic,100531,24200,UG/L,0.3,,U
18PY005645,2/27/2018 14:50,1,Yttrium Dissolved,107974,0.022,UG/L,0.001,,U
18PY005684,3/14/2018 10:55,1,Lanthanum Total,107919,0.03,UG/L,0.001,,U
18PY005697,3/28/2018 13:25,1,Nickel Total,107924,0.83,UG/L,0.02,,U
18PY005834,9/20/2016 13:45,1,Cyanide Total,109641,6,UG/L,0.006,L,U
18PY005834,9/20/2016 13:45,1,Carbon Total Inorganic,100531,21200,UG/L,0.3,,U
18PY005930,5/14/2018 15:00,1,Bromide Dissolved,8264,20,UG/L,0.02,L,U
18PY005813,4/16/2018 14:50,1,Temperature (water),1125,0,DEG C,-10,,U
18PY006122,6/19/2018 12:41,1,Silver Total,107904,0.006,UG/L,0.001,,U
18PY006122,6/19/2018 12:41,1,Phosphorus Total,15406,8,UG/L,0.0005,,U
18PY006125,7/3/2018 14:45,1,Thallium Total,107934,0.004,UG/L,0.001,,U
18PY006230,7/16/2018 10:15,1,Uranium Total,107935,1.04,UG/L,0.0005,,U
18PY006311,8/15/2018 15:30,1,Lead Dissolved,107961,0.054,UG/L,0.005,,U
18PY006311,8/15/2018 15:30,1,Niobium Total,107923,0.004,UG/L,0.002,,U
19PY000040,9/18/2018 11:30,1,Strontium Total,107932,239,UG/L,0.05,,U
19PY000040,9/18/2018 11:30,1,Turbidity,2074,0.65,NTU,0.05,,U
19PY000042,10/3/2018 11:35,1,Colour True,1963,6.4,CU,1,,U
19PY000117,10/22/2018 12:40,1,Gallium Total,107918,0.007,UG/L,0.001,,U
